date,Po,P,U,Ff,VV,tavg,tmin,tmax,prcp,wspd
2009/7/5,752.275,755.875,85.5,2.25,18.25,26,24.1,30,9.8,9.2
2009/7/6,753.875,757.475,80.75,1.75,21.75,27.6,24,32.9,6.1,6.3
2009/7/7,753.45,756.975,69.25,1.5,20,30.1,25.5,35.1,0,6.2
2009/7/8,752.2,755.775,65.5,1.5,24.75,30.5,27.1,35.3,0,7.7
2009/7/9,751.275,754.8,60,1,26.5,30.9,27.1,35.4,0,5.7
2009/7/10,748.975,752.525,63.25,1.25,18.75,31.7,27.2,35.7,0,4.8
2009/7/11,748.375,751.9,76,1.75,14,28.4,26.9,33.9,12.9,9
2009/7/12,749.825,753.375,65.5,1.75,27.25,30,26.4,34.8,0,7.8
2009/7/13,750.075,753.6,67.75,1.25,20,30.5,26.4,35,0,3.8
2009/7/14,749.05,752.6,67.5,1.25,16,31.2,27.7,34.8,0,8.4
2009/7/15,750.475,754.025,80,1.5,20,28.6,27.5,33.2,3.9,7.8
2009/7/16,750.4666667,753.875,69,2.25,20.75,30.2,26.6,34.5,0.1,10.4
2009/7/17,749.25,752.775,64,1.75,25.75,30.7,26.6,36.2,0,7.4
2009/7/18,745.8,749.3,65.25,2,20.25,31.1,26.6,37.8,0.4,9.8
2009/7/19,744.975,748.525,78.75,3.75,20,27.3,24.8,29.8,34.6,16.8
2009/7/20,752.575,756.15,75.75,2.5,23.25,28.3,25.2,33.2,14,10.5
2009/7/21,753.475,757.025,68.25,1.75,22.5,30.1,26.6,34.2,0,8.6
2009/7/22,751.4,754.9,72.5,1.75,20.5,29.5,27,34,0,8.9
2009/7/23,750.125,753.625,70.5,1.75,21.75,29.9,26.6,33.9,11.4,6.9
2009/7/24,749.025,752.525,69.75,1.25,21,30.7,27.8,34.2,0.4,7.1
2009/7/25,748.75,752.275,76.25,1.25,22.25,29.8,27.8,33.3,9.7,8.7
2009/7/26,749,752.55,79.25,2,20.75,29,25.5,33.3,11.3,6.9
2009/7/27,748.225,751.75,78.5,2.5,17,29.7,27.9,32,0,9.6
2009/7/28,747.825,751.325,77,2,18.25,29.7,26,32.3,6.6,9
2009/7/29,749.15,752.675,82.25,1.75,13.5,28.9,27.4,31.7,7.2,8.1
2009/7/30,749.15,752.7,82.25,1.25,19.75,28.5,26.4,33.4,33.3,6.8
2009/7/31,749.6,753.1333333,75,2,24.66666667,29.5,26.2,34,12.8,8.7
2009/8/1,747.55,751.1,54.5,1.5,24.5,30.6,25.2,35.7,0,5.7
2009/8/2,746.025,749.55,61.5,1,18.75,32.3,28.1,37.1,0,7.2
2009/8/3,744.7,748.225,68.25,1.75,12.5,31.7,28.8,36.9,0.5,5.9
2009/8/4,744.475,747.975,69,2,23.75,30.3,27.9,32.8,2.7,10.1
2009/8/5,744.125,747.625,86.5,2.25,16.5,27.3,25.7,29.2,36.4,11.4
2009/8/6,745.075,748.6,91.25,1.75,10,25.8,24.2,27.4,67.3,8.9
2009/8/7,743.825,747.375,76.75,1.5,19.75,29.5,24.8,35.7,0,8.4
2009/8/8,741.8333333,745.3,70.66666667,1.333333333,15,30.8,28,34.2,0,9.6
2009/8/9,741.9,745.4,66.25,1.5,19.75,30.8,27.7,35.6,0,7.5
2009/8/10,745.35,748.925,69.75,1,18.5,31.1,26.3,35.8,3.3,5.9
2009/8/11,749.175,752.675,76.25,1,14.25,29.5,26.1,33.3,2.5,6.9
2009/8/12,750.65,754.225,85,1.25,9.25,27.3,25.1,29.2,26.3,5.4
2009/8/13,751.85,755.45,83.75,1.25,11.75,27.2,25.6,29.6,0.3,6.2
2009/8/14,753.25,756.85,76.75,1.5,16.75,28.6,26.5,32.2,0,6.8
2009/8/15,753.85,757.4,72.25,1.75,15,30.4,26.9,34.9,0,5.1
2009/8/16,753.925,757.45,67.75,1.75,17.75,31,27.2,34.8,0,6.5
2009/8/17,754.5,758.025,67,1.25,18.75,30.6,28,34.3,0,7.8
2009/8/18,754.5,758.025,66.75,1.5,16.75,30.8,27.1,35.6,0,7.8
2009/8/19,754.525,758.05,67.75,1.5,14.5,31,27.2,35,0,5.7
2009/8/20,752.9,756.4,64.25,1.75,18.25,30.8,27.3,34.3,0,5.9
2009/8/21,751.6,755.15,58.5,1,18.25,31.6,27.4,35.7,0,4.8
2009/8/22,751.775,755.275,60.75,1,18,31.3,26.9,35.6,0,4.8
2009/8/23,752.45,755.975,70,1.25,13.5,30.5,25.8,37.2,1.1,6.5
2009/8/24,752.925,756.45,63.25,1.5,16.75,30.4,25.8,36,0,5.3
2009/8/25,753.325,756.875,77.25,1.25,13,28.5,25,34.2,45.1,5.4
2009/8/26,753.025,756.575,76.25,1.5,16.25,29.3,25.6,35,4,5.4
2009/8/27,752.75,756.325,72.75,1,16,30.3,26.6,34.6,0,5.1
2009/8/28,752.275,755.775,68.75,1,15,31.2,26.9,35.9,0,5.3
2009/8/29,752,755.55,72.25,1,12.5,30.4,25.4,36,6.3,6.5
2009/8/30,753.3,756.875,83.5,1.5,9,26.9,24,33.8,34.3,7.5
2009/8/31,753.8,757.4,73.75,1,13.5,28,23.9,33.6,0,8.7
2009/9/1,753.625,757.2,62.25,1.25,21,29.2,26,33.5,0,7.5
2009/9/2,752.7,756.2,66,1.25,18,29.7,26.5,33.7,0,7.7
2009/9/3,751.425,754.975,61.75,1.5,19.75,30.6,26.8,35.1,0,6.6
2009/9/4,750.425,753.925,62,1.25,16.75,31.3,27.2,36,0,5.9
2009/9/5,750.025,753.55,64.5,1.25,13.75,31,26.2,34.4,0.7,6.5
2009/9/6,751.1,754,63.25,1,16.75,30.9,27.7,34.8,0,5.6
2009/9/7,751.45,754.975,63.25,1.25,16.5,30.6,26.8,34.9,0,5.1
2009/9/8,751.825,755.325,64.75,1,14.5,30.3,27.2,34.6,0,5
2009/9/9,752.05,755.6,69.5,0.75,9.75,29.4,25.9,32.7,1.9,5.9
2009/9/10,751.6,755.125,63.5,1.5,16.5,30.1,27,34.2,0,7.8
2009/9/11,752.55,756.1,64.75,2,20.25,28.7,26.7,31.8,0,6.6
2009/9/12,752.925,756.45,64,1.25,17.25,30.1,26.7,32.9,0,4.1
2009/9/13,752.3,755.8,68,1,9.875,31.1,27.3,36.3,0,5.7
2009/9/14,750.45,753.95,73.5,2.5,14.5,28.8,26.8,31.9,2.5,10.2
2009/9/15,748.575,752.15,81.75,3.75,17.25,26.5,24.7,28.4,18.8,18.2
2009/9/16,753.5,757.075,79.25,2,17.25,28.4,26.1,32.5,3.8,11
2009/9/17,755.25,758.85,78.25,1.25,11,28.8,25.8,33.5,0,5.1
2009/9/18,754.05,757.575,70.5,1,15.25,30.5,26.7,35.7,0,4.8
2009/9/19,752.2,755.7,67.5,1.25,16,31.1,27.4,36,0,4.7
2009/9/20,752.675,756.175,67.75,1.75,16.75,31.6,29.3,35.4,0,6.5
2009/9/21,753.45,757.05,68.5,2.25,14.5,30.7,26.7,34.5,4.3,10.8
2009/9/22,754.225,757.825,61.25,1.75,23.25,27.7,24.4,31.4,0,13.4
2009/9/23,754.125,757.725,60.75,1.75,19,27.6,24,32.4,0,5.6
2009/9/24,754.1,757.6666667,68.66666667,1.333333333,15,29.6,26,34.1,0,6
2009/9/25,753.9,757.45,63.75,1.25,18.5,30.4,26.9,34.7,0,4.1
2009/9/26,752.625,756.15,58.25,1.5,19.75,31,26.4,35.4,0,8.7
2009/9/27,751.075,754.65,51.25,2.5,18,30.7,27.5,34.2,0,17.9
2009/9/28,751.025,754.55,67,1.5,14,27.1,24.4,31.4,3.1,15.2
2009/9/29,751.2666667,754.8666667,82,1.666666667,8,25.1,24.2,27.2,3.8,13.4
2009/9/30,754,757.6,73.5,2,23.5,25.9,24.4,28.3,0.1,13.8
2009/10/1,755.65,759.25,69.25,1,20,26.9,23.2,32.4,1.4,8.4
2009/10/2,755.025,758.625,58.75,1.25,21.5,28,24.8,32.6,0,10.4
2009/10/3,754.125,757.725,51.75,1.25,17.5,27.7,23.6,32.5,0,9.8
2009/10/4,753.95,757.55,48.5,1.75,16.75,26.4,23.6,31.9,0,8.7
2009/10/5,753.4,757,39.25,1.75,19.5,25.8,22.5,32.5,0,10.8
2009/10/6,753.525,757.125,40.25,2,20.75,27.7,23.7,32.3,0,12.8
2009/10/7,753.05,756.625,39.75,2,19.75,27.5,23.9,32.6,0,8.3
2009/10/8,753.425,757.025,45,1.5,20,26.1,22.2,30.9,0,5.9
2009/10/9,753.65,757.25,45.75,1.25,17.25,26.1,21.7,30.9,0,7.2
2009/10/10,755.275,758.875,44.25,1.25,18.5,26.8,21.9,31.4,0,8.1
2009/10/11,756.5,760.1,52.75,2,19,26.9,23.4,31.1,0,8.3
2009/10/12,756.95,760.55,70.5,1.25,13.5,26.8,24.8,29.8,0.7,3.8
2009/10/13,757.375,760.975,72.25,1.25,12,26.6,24.6,29.8,0.9,5.9
2009/10/14,758.65,762.25,60,1.75,12,25.6,23.8,28.4,0.1,13.4
2009/10/15,758.575,762.2,57.25,1.25,14.75,25.5,21.7,30.6,0,8.3
2009/10/16,756.25,759.85,57.5,1.25,15,27,22.6,31.8,0,5
2009/10/17,754.125,757.725,55,1,11.75,27.2,23.3,32.1,0,6.5
2009/10/18,754.45,758.05,52.75,1.5,10.75,27.1,22.9,31.6,0,5.1
2009/10/19,754.825,758.425,52.75,1.25,15,26.9,22.1,31.2,0,5.3
2009/10/20,757,760.625,85.25,1.25,4.625,23.5,22.1,27.4,23.2,6.8
2009/10/21,757.775,761.45,70.5,1.25,8,24.8,21.9,29,0.1,6.8
2009/10/22,757.2,760.825,59.5,1.5,13.5,25.7,21.3,30.2,0,8.7
2009/10/23,755.55,759.15,58.25,1.5,11,25.3,21.8,30.8,0,9.3
2009/10/24,754.775,758.375,48.25,1.5,14,25.3,21.4,30.4,0,5.3
2009/10/25,756.025,759.65,53.25,1,13,24.9,20.6,31.1,0,5.3
2009/10/26,757.4,761.05,60.25,1.25,10.25,24.5,20.7,30.8,0,5.9
2009/10/27,758.5,762.125,64.5,1.75,8.75,25.3,22,29,0,4.8
2009/10/28,760.075,763.7,65.75,1.25,9.5,23.9,20.9,28.5,0,4.8
2009/10/29,759.525,763.15,67.5,0.75,9,24.2,19.9,29.8,0,3.8
2009/10/30,758.45,762.075,70,1,7.25,24.6,20.7,29.7,0,3.6
2009/10/31,757.25,760.875,67.75,1,7.75,25.5,22,29.8,0,3.9
2009/11/1,758.6,762.225,62.75,1.75,8.375,25.4,21.9,29.9,0,14.7
2009/11/2,765.175,768.9,33,3.5,24,22.3,19.9,26.8,0,24.5
2009/11/3,767.2,771,31.25,2,22.5,16.4,12.6,20.9,0,11.3
2009/11/4,764.7,768.425,42.25,1.75,21.75,17.9,11.8,25.4,0,5.7
2009/11/5,761.625,765.325,49.25,1.25,20.25,20.4,14.1,28.6,0,3.6
2009/11/6,758.275,761.925,56.5,1,11.25,23.1,16.3,30.2,0,3.6
2009/11/7,756.8,760.425,68.25,1.5,12,25.8,22.2,29.5,0,4.5
2009/11/8,756.125,759.725,74,1,15.25,25.5,23.3,28.8,0,4.4
2009/11/9,753.65,757.25,78.25,1.25,13.5,25.6,23.2,28.1,0.1,6.3
2009/11/10,751.6,755.2,75.75,1.25,12.25,26.1,23.2,30.4,0,5.3
2009/11/11,752.3,755.9,74.25,3.5,22,26,23.5,29.2,34.5,12
2009/11/12,756.35,760,88,2.5,15.75,20,16.8,26.4,40.5,14.4
2009/11/13,759.8,763.5666667,68.33333333,3,28.66666667,13,10.4,17.9,14.3,17.9
2009/11/14,759.75,763.525,68,2,19,12.1,10.6,13.6,0,12.6
2009/11/15,758.175,762.025,88.5,1.5,10.25,11.7,10.9,13.1,3.4,6.5
2009/11/16,760.1,763.925,87.75,2.25,19,10.7,9.7,11.9,8.4,14
2009/11/17,765.425,769.275,61.5,4,27,9,7.7,11.9,0,22.7
2009/11/18,766.025,769.925,58.75,2.25,25,9.1,6.3,12.1,0,16.5
2009/11/19,766.55,770.4,53.5,2.25,24.75,10.9,8.5,14.5,0,13.2
2009/11/20,767.625,771.5,52.75,2.25,25.75,11.7,9.8,14.9,0,19.1
2009/11/21,766.375,770.225,39.75,2.25,25.5,12.8,9.3,17.4,0,19.4
2009/11/22,763.85,767.725,49,1.5,18.25,13.1,8.6,19.6,0,10.5
2009/11/23,761.35,765.1,53,0.75,19,15.2,9.2,22.5,0,2.4
2009/11/24,759.225,762.95,75.5,1,9,16.9,11.5,25.3,0,2.4
2009/11/25,758.925,762.675,77,0.75,6.75,18.1,12.5,26.7,0,2.9
2009/11/26,758.7,762.375,79.25,1,3.625,20,15.8,24.9,0,2.6
2009/11/27,759,762.7,76.33333333,1,4.5,20.5,16.5,26.6,0,2.4
2009/11/28,760.2,763.875,78.5,0.75,4.5,20.6,18.3,25.2,0,3
2009/11/29,762.15,765.875,67,1.5,7.25,18.9,15.7,23.4,0,11.3
2009/11/30,763.3,767.05,59,1.5,14,17.9,15.1,22.5,0,7.7
2009/12/1,763.525,767.3,60.25,1.75,13.25,16.2,12.4,22.2,0,6.5
2009/12/2,763.4,767.1333333,67,1.666666667,12.66666667,17.2,13.1,22.8,0,6.6
2009/12/3,763.7,767.425,54.75,1.5,13,15.7,13.1,19.6,0,11
2009/12/4,762.025,765.825,53.75,1,14,14.7,10.9,20.7,0,3.2
2009/12/5,761.8,765.575,44.75,1,17.5,15.3,10.8,21.2,0,5.3
2009/12/6,760.375,764.175,60.75,1,12.5,15.3,10.1,22.3,0,2.9
2009/12/7,760.4,764.15,82.25,1,4.025,16.7,14.9,17.5,5.6,2.7
2009/12/8,759.9,763.65,90.25,0.75,8.5,16.8,15.7,18.4,10.8,3.7
2009/12/9,759.1,762.875,86.75,1,5.75,17.8,16.4,19.7,0.7,4.7
2009/12/10,758.275,762.025,80,1.5,8.25,18.3,14.2,23.4,0,5.6
2009/12/11,759.1333333,762.8666667,78,1.333333333,13.33333333,18.7,14.2,25.2,0,4.7
2009/12/12,759.6,763.35,83.5,0.5,5.2,19.8,16.7,25,0,4.7
2009/12/13,760.1,763.825,81.5,1,3.125,19.7,16.9,24.2,0,5.9
2009/12/14,760.425,764.15,73.5,1.75,7.75,19,16,22.8,0,4.7
2009/12/15,760.65,764.375,82.75,1.75,9.2,17.1,11.4,20.8,7,8.9
2009/12/16,764.375,768.175,66.5,2.75,23.5,11,9.5,13.1,0,17.3
2009/12/17,765.825,769.7,66,1.75,21,9.8,8.6,11.4,0,14.4
2009/12/18,767.05,770.925,59.25,1.5,20.25,9.8,7.5,12.4,0,10.8
2009/12/19,768.3,772.175,45.5,2,20,11.3,7.6,15.8,0,11.7
2009/12/20,767.725,771.55,32.75,1.75,19.5,12.1,8.7,15.7,0,12.9
2009/12/21,767.0666667,770.9,32.33333333,1,19.33333333,13.5,10.5,18.6,0,7.1
2009/12/22,763.175,766.95,59,1,11,14.3,8.7,20.1,0,4.8
2009/12/23,760.8,764.5,67.75,1,8.25,18.1,14.6,23.2,0,4.5
2009/12/24,759.3,763,88,0.666666667,5.333333333,19,15.2,25.1,0,3.6
2009/12/25,758.625,762.3,76.75,1.5,6.375,18.3,16,22.2,0,9.2
2009/12/26,759.425,763.15,68,1,8.25,16,14.6,17.8,0,6.3
2009/12/27,760.1,763.9,79.25,1.75,9,12.9,9.1,16.5,7.7,12.9
2009/12/28,761.45,765.325,62,1.75,19.75,10.1,6.4,13.4,0,10.4
2009/12/29,758.4,762.225,89.5,1,5.625,11.3,9.7,12.2,8.5,4.7
2009/12/30,758.7,762.525,83.5,1.25,11.75,14.7,12.1,18.3,6.9,7.4
2009/12/31,760.875,764.6,68.25,1.5,14.5,14,12.5,15.6,0,5.1
2010/1/1,760.4,764.2,83.25,1,5.75,13.7,11.5,16.2,2,4.7
2010/1/2,759.025,762.825,92.25,0.75,2.175,14.5,13.7,15.1,20.8,4.2
2010/1/3,759.55,763.3,80.75,1,11.75,16.2,12.5,20.3,1.6,3.9
2010/1/4,757.75,761.5,76.75,1.25,7.75,18.2,14,22.8,0,3.6
2010/1/5,758.1,761.825,82,1.25,5.125,17.1,16.1,19.2,1.6,5.9
2010/1/6,761.5,765.3,83.5,2.5,12.5,12.2,9.9,16.1,7.9,12
2010/1/7,764.1,767.975,82.75,1.5,14.75,8.4,7.7,9.8,4.5,9.6
2010/1/8,763.5,767.375,79.25,1.25,14,9.2,7.7,11.8,2.3,10.7
2010/1/9,761.225,765.05,80,1,8.75,11.8,8.6,16.6,0.1,5.1
2010/1/10,759.925,763.675,85.25,1.25,6.75,14.2,12.5,17.3,2.7,7.2
2010/1/11,761.8,765.575,83.75,1.75,13.25,11,9.7,13.8,18,13.5
2010/1/12,765.35,769.225,57,2.75,16.25,9.8,7.4,13.6,0,16.6
2010/1/13,767.325,771.2,40.25,1.25,14.5,10.5,5.3,15.1,0,7.5
2010/1/14,766.675,770.525,49.25,1.5,14,12.6,6.7,19.1,0,4.5
2010/1/15,765.3333333,769.1333333,55,1,10.66666667,14.9,9.9,19.9,0,5.9
2010/1/16,766,769.8,60.5,1.25,9,16.3,14.2,20.3,0,8.7
2010/1/17,766.2,769.975,70,1,13,14.3,10,21.3,0,4.4
2010/1/18,764.4,768.25,76.25,1,5.25,15.4,11,22.6,0,3.5
2010/1/19,762.275,766.075,77.75,0.75,4.75,17.3,12,22.7,0,4.2
2010/1/20,761.375,765.075,80.75,0.5,5.25,20.7,18.7,23.6,0,3.5
2010/1/21,760.425,764.075,86.25,0.75,3.5,21.5,19.7,24.1,0,4.8
2010/1/22,763,766.75,85.375,1.25,11.125,14.9,12.6,21.9,0.9,9.2
2010/1/23,764.9,768.775,83,1.666666667,20.83333333,9.9,9,12.6,0.6,9.5
2010/1/24,763.0666667,766.9333333,82,1,12.4,10.6,8.9,12,0.1,3.9
2010/1/25,763.65,767.45,78.66666667,1.833333333,13,14.1,11.4,18.6,0.7,10.1
2010/1/26,764.825,768.65,66.5,1.5,14.25,13.7,11.7,17.2,0,8.6
2010/1/27,761.4,765.175,79,0.5,5.525,15.5,13.9,17.7,0,3
2010/1/28,759.5333333,763.3,81.66666667,1,5,18.1,15.6,23.1,0,2.9
2010/1/29,760.5,764.275,88,1,2.7,18.8,17.1,21,5.7,4.4
2010/1/30,759.6,763.3,78,1,6,19.8,17.1,23.9,0,5.9
2010/1/31,758.575,762.25,77.25,1.25,7.5,21.5,18.5,26.3,0,6.9
2010/2/1,757.8,761.5,82,1.25,4.125,20.9,19,24.8,0,3.8
2010/2/2,757.425,761.125,82.75,1.5,6.5,20.3,18.5,23.4,0,9.9
2010/2/3,758.475,762.175,81.25,1.25,3.875,19.8,18.3,21.6,0,6.2
2010/2/4,759.525,763.275,93,1,2.375,15.9,15.2,18.3,4.2,4.8
2010/2/5,759.35,763.1,87.5,0.75,3.25,16.8,15,19.1,0.1,4.1
2010/2/6,758.75,762.5,87.25,1.25,4.325,19,17.3,22,0.6,4.7
2010/2/7,759.525,763.25,90.75,1.5,3.325,18.4,17.8,19.2,19.7,5.6
2010/2/8,758.075,761.8,88.5,1.5,4.875,19.3,17.6,21.5,9.2,4.8
2010/2/9,756.3,759.975,87,1.25,9.5,22.1,19.9,25.6,1.3,9.9
2010/2/10,755.2666667,758.9333333,83,2,16,22.9,21,26.8,0,13.5
2010/2/11,756.075,759.725,74.75,2,20.75,23.6,21.7,28.3,0,12.5
2010/2/12,763.725,767.525,70,2.25,22.75,10.2,7.3,21.7,3.4,18.9
2010/2/13,763.05,766.95,88,2,13,7.1,5.5,8.5,11.3,8.8
2010/2/14,759.55,763.425,89.75,1.75,10,9.9,8.3,11.2,4.3,8
2010/2/15,762.475,766.375,79.75,2.5,21,8.1,7,9.4,0.1,14.4
2010/2/16,765.05,768.925,80,2,14.75,6.6,5.8,7.9,1.7,15.6
2010/2/17,765.425,769.325,76.25,1.75,15.25,7.1,5.5,8.6,1.9,14.3
2010/2/18,765.925,769.8,64.25,1.75,15.5,7.5,5.5,9.9,2.5,14.7
2010/2/19,764.475,768.35,79.25,1,11,8.2,5.5,13.8,11,6.1
2010/2/20,762.175,766.05,74,0.75,13.5,10.3,4.6,17,0,3.3
2010/2/21,759.775,763.55,76.25,1,6.625,14,12.3,16.7,0.2,3.5
2010/2/22,758.55,762.3,85,0.75,3,16,13.4,19.5,0.2,3.6
2010/2/23,757.075,760.8,82,1.25,5.75,19.6,16.5,24.5,0,4.2
2010/2/24,753.8333333,757.5333333,87.66666667,2.333333333,6,21.2,19.6,22.8,0,13.7
2010/2/25,752.625,756.3,85.5,1.5,6.3,23.1,20.7,28.3,0,7.8
2010/2/26,753.1,756.7,84.5,1.5,5.15,23.6,21.5,27.5,0,8.9
2010/2/27,754.7,758.3,81.25,1.25,8.25,24.7,22.5,28.6,0,7.1
2010/2/28,756.325,759.95,81,3,14.725,24.5,22.9,27.1,0,14.9
2010/3/1,756.2,759.825,81.5,2.25,12.5,24.3,22.8,26.9,0,12.5
2010/3/2,754.975,758.6,84.75,2.25,9.25,23.9,22.7,25.7,0,9.9
2010/3/3,754.25,757.85,80.25,3.25,13.25,24.9,23,28.4,0,15
2010/3/4,754.025,757.625,84.75,2.5,12.5,24.3,23.5,25.7,0,11.4
2010/3/5,753.65,757.25,77.25,2.25,18.25,25,23.3,28.1,0,12.6
2010/3/6,755.175,758.775,85.5,1.75,11,22.8,18.2,26.8,4.8,9.8
2010/3/7,760.05,763.775,77.25,2,21.75,12.9,10.9,18.2,3.2,13.2
2010/3/8,761.2,765,90.5,1.75,7.5,10.1,9.3,11.2,1.8,9.9
2010/3/9,767.5,771.375,67.25,3.25,22.75,8.9,7.1,11.3,3.9,23.4
2010/3/10,768.5,772.4,48,1.75,18.75,10,5.4,16,0,13.1
2010/3/11,764.9,768.725,47.75,1.25,17.25,13.2,7.4,19.9,0,4.8
2010/3/12,761.825,765.55,82.25,0.75,4.675,14.4,13.3,15.8,1.3,4.2
2010/3/13,758.8,762.6,90.5,0.75,1.575,16.7,14.2,18.9,0.5,2.9
2010/3/14,756.475,760.175,84.5,1.75,9.275,22.2,18.4,26.4,0,9.5
2010/3/15,757.675,761.3,82.25,1.5,8.75,22.6,20.6,26.4,0,8.3
2010/3/16,762.75,766.45,70.25,2,20,16.5,15,20.6,0,11.3
2010/3/17,763.825,767.575,74,0.75,9,17.6,15.8,20.4,0,3.9
2010/3/18,762,765.7,72.5,0.75,9.125,20.4,15.5,26.9,0,4.4
2010/3/19,758.575,762.225,78,1.25,4.975,20.8,17.8,25.2,0,5.9
2010/3/20,756.625,760.325,78.5,1,4.625,21.3,17.9,25.2,0,4.2
2010/3/21,756.55,760.225,74,1.5,6.125,22.9,18.2,28.9,0,6.5
2010/3/22,756.0333333,759.6666667,67.33333333,2,8.333333333,22.8,19,27.4,0,8.6
2010/3/23,754.325,757.95,72.5,2,12,24.3,22,28.3,0,8.6
2010/3/24,753.875,757.5,80.25,2.5,15.25,22.3,16.1,27.8,3.2,10.7
2010/3/25,761.65,765.45,56.75,3.25,26.75,14.7,12.5,17.8,0.3,21.8
2010/3/26,762.9,766.725,38.5,1.25,23.75,16.8,12.8,22.1,0,8.3
2010/3/27,762.9,766.65,62.5,1,11.25,16.7,13.9,20.4,0,4.5
2010/3/28,761.725,765.475,58.75,1.25,14.25,18.3,12.5,25.6,0,4.8
2010/3/29,761.475,765.125,47,2,14.25,19.6,14.2,23.3,0,6.5
2010/3/30,760.1,763.8,60.75,1.25,13.5,20.1,18.3,21.6,0,4.8
2010/3/31,757.95,761.625,68.75,1.75,13.75,23.6,19.8,28.6,0,9.2
2010/4/1,756.15,759.775,74.75,1.75,11.75,24.1,22,27.2,0,8.4
2010/4/2,758.425,762.15,87,1,11.5,17.6,16.1,24.3,56,9.9
2010/4/3,760.025,763.75,87.5,1,7.625,16.5,15.8,17.2,0.4,5.4
2010/4/4,756.8666667,760.5666667,87,0.666666667,2.5,18.9,16.6,21,0.5,4.4
2010/4/5,755.425,759.125,87.5,1,5.725,21.8,20,23.6,1.8,5.3
2010/4/6,755.325,758.975,86.5,1.25,5.625,23.2,21.8,25.5,0,6.4
2010/4/7,759.6666667,763.3666667,89.33333333,1.333333333,7.5,19.9,18.2,23.4,8.9,8
2010/4/8,758.875,762.65,88.5,1.25,7,17.2,15.6,18.7,18,7.4
2010/4/9,756.9,760.65,82,0.75,10.25,17.2,14.6,20.2,0,5.1
2010/4/10,754.25,757.925,89.75,1.75,2.45,19.8,18.7,20.8,2.4,5.1
2010/4/11,752.3,755.95,89.5,1.75,5.375,22.7,20.6,25.8,1.8,7.4
2010/4/12,752.95,756.55,85.25,2,8.75,25,22,28.6,0,7.7
2010/4/13,756.575,760.225,89.5,1.5,9.25,21.9,18.8,25.5,17.6,7.1
2010/4/14,758.8,762.5,86.5,1.25,4.75,20,18.4,22.3,1.4,8
2010/4/15,761.725,765.5,89.75,2.5,10.5,12,10.4,20.4,22.9,13.2
2010/4/16,762.7,766.5,75,1,19,13.4,10.5,16.2,0.2,5.7
2010/4/17,761.275,765.025,80,1,7.75,17.3,14.1,21.3,1.7,5.6
2010/4/18,758.7,762.425,88.25,0.75,1.85,19.8,17.4,22.6,7.4,2.3
2010/4/19,755.525,759.225,85.25,1.25,5,22.6,20.1,26.4,0.2,5
2010/4/20,753.6,757.2,83.25,2.5,10.5,24.2,22.5,28.2,0,10.5
2010/4/21,753.1,756.7,86,2.25,12.5,25.4,24,27.8,1.5,10.7
2010/4/22,754.725,758.35,87.75,1.25,10.5,21.8,17.8,25.3,73.5,11.6
2010/4/23,759.925,763.625,57,2,24,20.3,17,24.8,0,13.5
2010/4/24,760.025,763.725,60.25,1.25,16.5,21.1,15.4,25.2,0,6.5
2010/4/25,759.325,762.975,57.75,1.25,11.25,20.6,19.4,22.8,0,6.5
2010/4/26,759.825,763.5,78.5,1.25,9,19.3,17.9,20.9,9.5,7.7
2010/4/27,759,762.675,66,1.25,16.75,20.8,16,25.9,0.3,5.7
2010/4/28,757.525,761.175,79.25,1,5.125,21.9,20.2,24.9,0.3,4.7
2010/4/29,758.075,761.775,91.5,1.25,1.825,21,20.1,22.9,29.1,4.8
2010/4/30,759.075,762.75,72.75,1,11.5,22.4,18.8,27.1,1.3,5.9
2010/5/1,758,761.675,64.5,1,11,24.5,20.3,29.2,0,4.8
2010/5/2,756.25,759.85,67,1.25,11.75,25.9,20.9,31.1,0,4.7
2010/5/3,755.175,758.775,66.5,1.75,11.475,26,22,31,0,7.7
2010/5/4,753.2,756.8,71.25,2.25,17.75,24.7,21.4,28.4,0,10.5
2010/5/5,751.525,755.125,80.25,2.25,16,25.6,24.3,26.9,0,9.9
2010/5/6,751.2666667,754.8666667,82.25,2.25,13.75,27.2,25.7,30.2,0,11
2010/5/7,751.475,755.075,89.5,1.25,6.3,24.9,22.8,27.3,214.7,5.4
2010/5/8,750.725,754.3,82.25,2,8.45,27.7,25.4,31.2,0.4,8.7
2010/5/9,750.25,753.8,82.25,1.5,17.75,27,23.5,31.3,28.2,7.1
2010/5/10,752.8,756.425,89.75,1.5,8,21.5,19.2,23.7,32.5,7.4
2010/5/11,755.3,758.975,84,1.25,9.5,22.7,20.2,25.6,0.1,4.2
2010/5/12,755.1,758.7,80.25,1.75,7.5,24.9,22.5,27.5,1.8,6.6
2010/5/13,753.975,757.575,76,2.5,11.75,25.7,23.7,28,0,10.5
2010/5/14,752.65,756.25,82.25,2.25,10.75,25.8,24.5,29.6,32.3,11.1
2010/5/15,753.05,756.65,87.5,1.5,5.375,25.2,23.8,27.5,128.1,6.6
2010/5/16,754.075,757.675,80,2,11.5,26.6,24.1,30.2,0.1,8.7
2010/5/17,754.35,757.95,73.75,2.5,16.5,27.4,24.8,31.1,0,11.6
2010/5/18,753.6,757.2,77.75,2,13.5,27.8,25.7,31.2,5.3,8.9
